"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Derby School District","900919550","2015-2016","Male","Chronically Absent Students","Percent","13.7"
"Eastern Connecticut Regional Educational Services","","2011-2012","Female","Chronically Absent Students","Percent","22.1"
"Eastern Connecticut Regional Educational Services","","2011-2012","Male","Chronically Absent Students","Percent","18.2"
"Eastern Connecticut Regional Educational Services","","2012-2013","Female","Chronically Absent Students","Percent","72.1"
"Eastern Connecticut Regional Educational Services","","2012-2013","Male","Chronically Absent Students","Percent","68.3"
"Eastern Connecticut Regional Educational Services","","2013-2014","Female","Chronically Absent Students","Percent","13.5"
"Eastern Connecticut Regional Educational Services","","2013-2014","Male","Chronically Absent Students","Percent","13.2"
"Eastern Connecticut Regional Educational Services","","2014-2015","Female","Chronically Absent Students","Percent","32.2"
"Eastern Connecticut Regional Educational Services","","2014-2015","Male","Chronically Absent Students","Percent","32.3"
"Eastern Connecticut Regional Educational Services","","2015-2016","Female","Chronically Absent Students","Percent","38.4"
"Eastern Connecticut Regional Educational Services","","2015-2016","Male","Chronically Absent Students","Percent","28.5"
"Eastford School District","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Eastford School District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"Eastford School District","","2012-2013","Female","Chronically Absent Students","Percent","8.0"
"Eastford School District","","2012-2013","Male","Chronically Absent Students","Percent","-9999"
"Eastford School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Eastford School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Eastford School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Eastford School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Eastford School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Eastford School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"East Granby School District","900322070","2011-2012","Female","Chronically Absent Students","Percent","6.8"
"East Granby School District","900322070","2011-2012","Male","Chronically Absent Students","Percent","3.8"
"East Granby School District","900322070","2012-2013","Female","Chronically Absent Students","Percent","6.4"
"East Granby School District","900322070","2012-2013","Male","Chronically Absent Students","Percent","7.5"
"East Granby School District","900322070","2013-2014","Female","Chronically Absent Students","Percent","5.7"
"East Granby School District","900322070","2013-2014","Male","Chronically Absent Students","Percent","5.6"
"East Granby School District","900322070","2014-2015","Female","Chronically Absent Students","Percent","5.9"
"East Granby School District","900322070","2014-2015","Male","Chronically Absent Students","Percent","8.4"
"East Granby School District","900322070","2015-2016","Female","Chronically Absent Students","Percent","5.5"
"East Granby School District","900322070","2015-2016","Male","Chronically Absent Students","Percent","6.5"
"East Haddam School District","","2011-2012","Female","Chronically Absent Students","Percent","8.9"
"East Haddam School District","","2011-2012","Male","Chronically Absent Students","Percent","6.8"
"East Haddam School District","","2012-2013","Female","Chronically Absent Students","Percent","8.0"
"East Haddam School District","","2012-2013","Male","Chronically Absent Students","Percent","7.2"
"East Haddam School District","","2013-2014","Female","Chronically Absent Students","Percent","6.6"
"East Haddam School District","","2013-2014","Male","Chronically Absent Students","Percent","6.9"
"East Haddam School District","","2014-2015","Female","Chronically Absent Students","Percent","7.2"
"East Haddam School District","","2014-2015","Male","Chronically Absent Students","Percent","6.3"
"East Haddam School District","","2015-2016","Female","Chronically Absent Students","Percent","5.9"
"East Haddam School District","","2015-2016","Male","Chronically Absent Students","Percent","6.7"
"East Hampton School District","900722490","2011-2012","Female","Chronically Absent Students","Percent","6.6"
"East Hampton School District","900722490","2011-2012","Male","Chronically Absent Students","Percent","5.2"
"East Hampton School District","900722490","2012-2013","Female","Chronically Absent Students","Percent","5.9"
"East Hampton School District","900722490","2012-2013","Male","Chronically Absent Students","Percent","5.9"
"East Hampton School District","900722490","2013-2014","Female","Chronically Absent Students","Percent","6.9"
"East Hampton School District","900722490","2013-2014","Male","Chronically Absent Students","Percent","7.1"
"East Hampton School District","900722490","2014-2015","Female","Chronically Absent Students","Percent","7.6"
"East Hampton School District","900722490","2014-2015","Male","Chronically Absent Students","Percent","7.5"
"East Hampton School District","900722490","2015-2016","Female","Chronically Absent Students","Percent","6.7"
"East Hampton School District","900722490","2015-2016","Male","Chronically Absent Students","Percent","8.1"
"East Hartford School District","900322630","2011-2012","Female","Chronically Absent Students","Percent","9.4"
"East Hartford School District","900322630","2011-2012","Male","Chronically Absent Students","Percent","10.3"
"East Hartford School District","900322630","2012-2013","Female","Chronically Absent Students","Percent","17.4"
"East Hartford School District","900322630","2012-2013","Male","Chronically Absent Students","Percent","20.4"
"East Hartford School District","900322630","2013-2014","Female","Chronically Absent Students","Percent","10.4"
"East Hartford School District","900322630","2013-2014","Male","Chronically Absent Students","Percent","15.3"
"East Hartford School District","900322630","2014-2015","Female","Chronically Absent Students","Percent","14.8"
"East Hartford School District","900322630","2014-2015","Male","Chronically Absent Students","Percent","17.2"
"East Hartford School District","900322630","2015-2016","Female","Chronically Absent Students","Percent","11.6"
"East Hartford School District","900322630","2015-2016","Male","Chronically Absent Students","Percent","14.1"
"East Haven School District","900922910","2011-2012","Female","Chronically Absent Students","Percent","17.6"
"East Haven School District","900922910","2011-2012","Male","Chronically Absent Students","Percent","17.1"
"East Haven School District","900922910","2012-2013","Female","Chronically Absent Students","Percent","16.5"
"East Haven School District","900922910","2012-2013","Male","Chronically Absent Students","Percent","15.6"
"East Haven School District","900922910","2013-2014","Female","Chronically Absent Students","Percent","13.3"
"East Haven School District","900922910","2013-2014","Male","Chronically Absent Students","Percent","11.3"
"East Haven School District","900922910","2014-2015","Female","Chronically Absent Students","Percent","11.7"
"East Haven School District","900922910","2014-2015","Male","Chronically Absent Students","Percent","10.7"
"East Haven School District","900922910","2015-2016","Female","Chronically Absent Students","Percent","10.5"
"East Haven School District","900922910","2015-2016","Male","Chronically Absent Students","Percent","9.9"
"East Lyme School District","901123400","2011-2012","Female","Chronically Absent Students","Percent","5.7"
"East Lyme School District","901123400","2011-2012","Male","Chronically Absent Students","Percent","6.2"
"East Lyme School District","901123400","2012-2013","Female","Chronically Absent Students","Percent","4.3"
"East Lyme School District","901123400","2012-2013","Male","Chronically Absent Students","Percent","5.5"
"East Lyme School District","901123400","2013-2014","Female","Chronically Absent Students","Percent","4.3"
"East Lyme School District","901123400","2013-2014","Male","Chronically Absent Students","Percent","6.0"
"East Lyme School District","901123400","2014-2015","Female","Chronically Absent Students","Percent","5.2"
"East Lyme School District","901123400","2014-2015","Male","Chronically Absent Students","Percent","6.2"
"East Lyme School District","901123400","2015-2016","Female","Chronically Absent Students","Percent","4.4"
"East Lyme School District","901123400","2015-2016","Male","Chronically Absent Students","Percent","4.9"
"Easton School District","","2011-2012","Female","Chronically Absent Students","Percent","5.0"
"Easton School District","","2011-2012","Male","Chronically Absent Students","Percent","3.4"
"Easton School District","","2012-2013","Female","Chronically Absent Students","Percent","3.5"
"Easton School District","","2012-2013","Male","Chronically Absent Students","Percent","3.0"
"Easton School District","","2013-2014","Female","Chronically Absent Students","Percent","2.5"
"Easton School District","","2013-2014","Male","Chronically Absent Students","Percent","2.2"
"Easton School District","","2014-2015","Female","Chronically Absent Students","Percent","2.6"
"Easton School District","","2014-2015","Male","Chronically Absent Students","Percent","2.5"
"Easton School District","","2015-2016","Female","Chronically Absent Students","Percent","1.4"
"Easton School District","","2015-2016","Male","Chronically Absent Students","Percent","1.9"
"East Windsor School District","900324800","2011-2012","Female","Chronically Absent Students","Percent","11.6"
"East Windsor School District","900324800","2011-2012","Male","Chronically Absent Students","Percent","12.0"
"East Windsor School District","900324800","2012-2013","Female","Chronically Absent Students","Percent","10.8"
"East Windsor School District","900324800","2012-2013","Male","Chronically Absent Students","Percent","10.0"
"East Windsor School District","900324800","2013-2014","Female","Chronically Absent Students","Percent","11.8"
"East Windsor School District","900324800","2013-2014","Male","Chronically Absent Students","Percent","9.9"
"East Windsor School District","900324800","2014-2015","Female","Chronically Absent Students","Percent","12.4"
"East Windsor School District","900324800","2014-2015","Male","Chronically Absent Students","Percent","8.7"
"East Windsor School District","900324800","2015-2016","Female","Chronically Absent Students","Percent","13.0"
"East Windsor School District","900324800","2015-2016","Male","Chronically Absent Students","Percent","11.5"
"Education Connection","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Education Connection","","2011-2012","Male","Chronically Absent Students","Percent","45.5"
"Education Connection","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Education Connection","","2012-2013","Male","Chronically Absent Students","Percent","-9999"
"Education Connection","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Education Connection","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Education Connection","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Education Connection","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Education Connection","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Education Connection","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Ellington School District","901325360","2011-2012","Female","Chronically Absent Students","Percent","5.1"
"Ellington School District","901325360","2011-2012","Male","Chronically Absent Students","Percent","3.7"
"Ellington School District","901325360","2012-2013","Female","Chronically Absent Students","Percent","6.1"
"Ellington School District","901325360","2012-2013","Male","Chronically Absent Students","Percent","5.2"
"Ellington School District","901325360","2013-2014","Female","Chronically Absent Students","Percent","3.8"
"Ellington School District","901325360","2013-2014","Male","Chronically Absent Students","Percent","3.8"
"Ellington School District","901325360","2014-2015","Female","Chronically Absent Students","Percent","4.7"
"Ellington School District","901325360","2014-2015","Male","Chronically Absent Students","Percent","4.4"
"Ellington School District","901325360","2015-2016","Female","Chronically Absent Students","Percent","3.5"
"Ellington School District","901325360","2015-2016","Male","Chronically Absent Students","Percent","5.0"
"Elm City College Preparatory School District","","2011-2012","Female","Chronically Absent Students","Percent","2.3"
"Elm City College Preparatory School District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2012-2013","Female","Chronically Absent Students","Percent","4.2"
"Elm City College Preparatory School District","","2012-2013","Male","Chronically Absent Students","Percent","2.6"
"Elm City College Preparatory School District","","2013-2014","Female","Chronically Absent Students","Percent","5.1"
"Elm City College Preparatory School District","","2013-2014","Male","Chronically Absent Students","Percent","4.0"
"Elm City College Preparatory School District","","2014-2015","Female","Chronically Absent Students","Percent","4.8"
"Elm City College Preparatory School District","","2014-2015","Male","Chronically Absent Students","Percent","4.2"
"Elm City College Preparatory School District","","2015-2016","Female","Chronically Absent Students","Percent","4.9"
"Elm City College Preparatory School District","","2015-2016","Male","Chronically Absent Students","Percent","6.8"
"Elm City Montessori School District","","2011-2012","Female","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2011-2012","Male","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Female","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Male","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Female","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Male","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Enfield School District","900325990","2011-2012","Female","Chronically Absent Students","Percent","12.4"
"Enfield School District","900325990","2011-2012","Male","Chronically Absent Students","Percent","11.0"
"Enfield School District","900325990","2012-2013","Female","Chronically Absent Students","Percent","11.5"
"Enfield School District","900325990","2012-2013","Male","Chronically Absent Students","Percent","11.4"
"Enfield School District","900325990","2013-2014","Female","Chronically Absent Students","Percent","11.8"
"Enfield School District","900325990","2013-2014","Male","Chronically Absent Students","Percent","12.1"
"Enfield School District","900325990","2014-2015","Female","Chronically Absent Students","Percent","11.8"
"Enfield School District","900325990","2014-2015","Male","Chronically Absent Students","Percent","12.1"
"Enfield School District","900325990","2015-2016","Female","Chronically Absent Students","Percent","11.9"
"Enfield School District","900325990","2015-2016","Male","Chronically Absent Students","Percent","11.9"
"Essex School District","","2011-2012","Female","Chronically Absent Students","Percent","3.1"
"Essex School District","","2011-2012","Male","Chronically Absent Students","Percent","2.6"
"Essex School District","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Essex School District","","2012-2013","Male","Chronically Absent Students","Percent","-9999"
"Essex School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Essex School District","","2013-2014","Male","Chronically Absent Students","Percent","3.3"
"Essex School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Essex School District","","2014-2015","Male","Chronically Absent Students","Percent","3.8"
"Essex School District","","2015-2016","Female","Chronically Absent Students","Percent","3.9"
"Essex School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Explorations District","","2011-2012","Female","Chronically Absent Students","Percent","28.1"
"Explorations District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"Explorations District","","2012-2013","Female","Chronically Absent Students","Percent","47.4"
"Explorations District","","2012-2013","Male","Chronically Absent Students","Percent","31.6"
"Explorations District","","2013-2014","Female","Chronically Absent Students","Percent","24.3"
"Explorations District","","2013-2014","Male","Chronically Absent Students","Percent","33.3"
"Explorations District","","2014-2015","Female","Chronically Absent Students","Percent","28.8"
"Explorations District","","2014-2015","Male","Chronically Absent Students","Percent","27.6"
"Explorations District","","2015-2016","Female","Chronically Absent Students","Percent","30.9"
"Explorations District","","2015-2016","Male","Chronically Absent Students","Percent","30.0"
"Fairfield School District","900126620","2011-2012","Female","Chronically Absent Students","Percent","5.4"
"Fairfield School District","900126620","2011-2012","Male","Chronically Absent Students","Percent","4.9"
"Fairfield School District","900126620","2012-2013","Female","Chronically Absent Students","Percent","3.6"
"Fairfield School District","900126620","2012-2013","Male","Chronically Absent Students","Percent","3.3"
"Fairfield School District","900126620","2013-2014","Female","Chronically Absent Students","Percent","3.8"
"Fairfield School District","900126620","2013-2014","Male","Chronically Absent Students","Percent","3.4"
"Fairfield School District","900126620","2014-2015","Female","Chronically Absent Students","Percent","4.1"
"Fairfield School District","900126620","2014-2015","Male","Chronically Absent Students","Percent","3.4"
"Fairfield School District","900126620","2015-2016","Female","Chronically Absent Students","Percent","3.9"
"Fairfield School District","900126620","2015-2016","Male","Chronically Absent Students","Percent","3.7"
"Farmington School District","900327600","2011-2012","Female","Chronically Absent Students","Percent","5.4"
"Farmington School District","900327600","2011-2012","Male","Chronically Absent Students","Percent","5.6"
"Farmington School District","900327600","2012-2013","Female","Chronically Absent Students","Percent","6.2"
"Farmington School District","900327600","2012-2013","Male","Chronically Absent Students","Percent","7.6"
"Farmington School District","900327600","2013-2014","Female","Chronically Absent Students","Percent","5.5"
"Farmington School District","900327600","2013-2014","Male","Chronically Absent Students","Percent","7.2"
"Farmington School District","900327600","2014-2015","Female","Chronically Absent Students","Percent","5.5"
"Farmington School District","900327600","2014-2015","Male","Chronically Absent Students","Percent","6.2"
"Farmington School District","900327600","2015-2016","Female","Chronically Absent Students","Percent","3.8"
"Farmington School District","900327600","2015-2016","Male","Chronically Absent Students","Percent","5.2"
"Franklin School District","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2012-2013","Female","Chronically Absent Students","Percent","12.6"
"Franklin School District","","2012-2013","Male","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2011-2012","Female","Chronically Absent Students","Percent","3.7"
"Glastonbury School District","900331240","2011-2012","Male","Chronically Absent Students","Percent","3.1"
"Glastonbury School District","900331240","2012-2013","Female","Chronically Absent Students","Percent","3.3"
"Glastonbury School District","900331240","2012-2013","Male","Chronically Absent Students","Percent","3.3"
"Glastonbury School District","900331240","2013-2014","Female","Chronically Absent Students","Percent","3.0"
"Glastonbury School District","900331240","2013-2014","Male","Chronically Absent Students","Percent","2.6"
"Glastonbury School District","900331240","2014-2015","Female","Chronically Absent Students","Percent","2.6"
"Glastonbury School District","900331240","2014-2015","Male","Chronically Absent Students","Percent","3.5"
"Glastonbury School District","900331240","2015-2016","Female","Chronically Absent Students","Percent","2.5"
"Glastonbury School District","900331240","2015-2016","Male","Chronically Absent Students","Percent","2.9"
"Granby School District","900332640","2011-2012","Female","Chronically Absent Students","Percent","5.4"
"Granby School District","900332640","2011-2012","Male","Chronically Absent Students","Percent","3.9"
"Granby School District","900332640","2012-2013","Female","Chronically Absent Students","Percent","4.7"
"Granby School District","900332640","2012-2013","Male","Chronically Absent Students","Percent","4.7"
"Granby School District","900332640","2013-2014","Female","Chronically Absent Students","Percent","5.0"
"Granby School District","900332640","2013-2014","Male","Chronically Absent Students","Percent","5.0"
"Granby School District","900332640","2014-2015","Female","Chronically Absent Students","Percent","5.8"
"Granby School District","900332640","2014-2015","Male","Chronically Absent Students","Percent","3.7"
"Granby School District","900332640","2015-2016","Female","Chronically Absent Students","Percent","5.2"
"Granby School District","900332640","2015-2016","Male","Chronically Absent Students","Percent","5.1"
"Great Oaks Charter School Bridgeport","","2011-2012","Female","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Male","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Female","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Male","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Female","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Male","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2014-2015","Female","Chronically Absent Students","Percent","14.5"
"Great Oaks Charter School Bridgeport","","2014-2015","Male","Chronically Absent Students","Percent","28.8"
"Great Oaks Charter School Bridgeport","","2015-2016","Female","Chronically Absent Students","Percent","13.5"
"Great Oaks Charter School Bridgeport","","2015-2016","Male","Chronically Absent Students","Percent","16.7"
"Greenwich School District","900133620","2011-2012","Female","Chronically Absent Students","Percent","5.6"
"Greenwich School District","900133620","2011-2012","Male","Chronically Absent Students","Percent","5.7"
"Greenwich School District","900133620","2012-2013","Female","Chronically Absent Students","Percent","8.2"
"Greenwich School District","900133620","2012-2013","Male","Chronically Absent Students","Percent","7.9"
"Greenwich School District","900133620","2013-2014","Female","Chronically Absent Students","Percent","5.0"
"Greenwich School District","900133620","2013-2014","Male","Chronically Absent Students","Percent","4.4"
"Greenwich School District","900133620","2014-2015","Female","Chronically Absent Students","Percent","3.2"
"Greenwich School District","900133620","2014-2015","Male","Chronically Absent Students","Percent","3.2"
"Greenwich School District","900133620","2015-2016","Female","Chronically Absent Students","Percent","3.9"
"Greenwich School District","900133620","2015-2016","Male","Chronically Absent Students","Percent","3.7"
"Griswold School District","901133900","2011-2012","Female","Chronically Absent Students","Percent","11.3"
"Griswold School District","901133900","2011-2012","Male","Chronically Absent Students","Percent","11.6"
"Griswold School District","901133900","2012-2013","Female","Chronically Absent Students","Percent","10.2"
"Griswold School District","901133900","2012-2013","Male","Chronically Absent Students","Percent","11.0"
"Griswold School District","901133900","2013-2014","Female","Chronically Absent Students","Percent","9.6"
"Griswold School District","901133900","2013-2014","Male","Chronically Absent Students","Percent","11.5"
"Griswold School District","901133900","2014-2015","Female","Chronically Absent Students","Percent","10.0"
"Griswold School District","901133900","2014-2015","Male","Chronically Absent Students","Percent","10.8"
"Griswold School District","901133900","2015-2016","Female","Chronically Absent Students","Percent","8.8"
"Griswold School District","901133900","2015-2016","Male","Chronically Absent Students","Percent","9.4"
"Groton School District","901134250","2011-2012","Female","Chronically Absent Students","Percent","12.4"
"Groton School District","901134250","2011-2012","Male","Chronically Absent Students","Percent","14.4"
"Groton School District","901134250","2012-2013","Female","Chronically Absent Students","Percent","12.4"
"Groton School District","901134250","2012-2013","Male","Chronically Absent Students","Percent","12.4"
"Groton School District","901134250","2013-2014","Female","Chronically Absent Students","Percent","10.6"
"Groton School District","901134250","2013-2014","Male","Chronically Absent Students","Percent","13.0"
"Groton School District","901134250","2014-2015","Female","Chronically Absent Students","Percent","10.2"
"Groton School District","901134250","2014-2015","Male","Chronically Absent Students","Percent","12.5"
"Groton School District","901134250","2015-2016","Female","Chronically Absent Students","Percent","10.5"
"Groton School District","901134250","2015-2016","Male","Chronically Absent Students","Percent","11.7"
"Guilford School District","900934950","2011-2012","Female","Chronically Absent Students","Percent","6.0"
"Guilford School District","900934950","2011-2012","Male","Chronically Absent Students","Percent","6.6"
"Guilford School District","900934950","2012-2013","Female","Chronically Absent Students","Percent","6.3"
"Guilford School District","900934950","2012-2013","Male","Chronically Absent Students","Percent","7.7"
"Guilford School District","900934950","2013-2014","Female","Chronically Absent Students","Percent","6.0"
"Guilford School District","900934950","2013-2014","Male","Chronically Absent Students","Percent","5.9"
"Guilford School District","900934950","2014-2015","Female","Chronically Absent Students","Percent","4.9"
"Guilford School District","900934950","2014-2015","Male","Chronically Absent Students","Percent","4.8"
"Guilford School District","900934950","2015-2016","Female","Chronically Absent Students","Percent","4.2"
"Guilford School District","900934950","2015-2016","Male","Chronically Absent Students","Percent","5.0"
"Hamden School District","900935650","2011-2012","Female","Chronically Absent Students","Percent","12.6"
"Hamden School District","900935650","2011-2012","Male","Chronically Absent Students","Percent","13.6"
"Hamden School District","900935650","2012-2013","Female","Chronically Absent Students","Percent","14.1"
"Hamden School District","900935650","2012-2013","Male","Chronically Absent Students","Percent","15.9"
"Hamden School District","900935650","2013-2014","Female","Chronically Absent Students","Percent","13.7"
"Hamden School District","900935650","2013-2014","Male","Chronically Absent Students","Percent","15.1"
"Hamden School District","900935650","2014-2015","Female","Chronically Absent Students","Percent","15.3"
"Hamden School District","900935650","2014-2015","Male","Chronically Absent Students","Percent","14.1"
"Hamden School District","900935650","2015-2016","Female","Chronically Absent Students","Percent","18.9"
"Hamden School District","900935650","2015-2016","Male","Chronically Absent Students","Percent","17.9"
"Hampton School District","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2012-2013","Male","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Hartford School District","900337070","2011-2012","Female","Chronically Absent Students","Percent","24.9"
"Hartford School District","900337070","2011-2012","Male","Chronically Absent Students","Percent","27.1"
"Hartford School District","900337070","2012-2013","Female","Chronically Absent Students","Percent","24.3"
"Hartford School District","900337070","2012-2013","Male","Chronically Absent Students","Percent","25.5"
"Hartford School District","900337070","2013-2014","Female","Chronically Absent Students","Percent","25.8"
"Hartford School District","900337070","2013-2014","Male","Chronically Absent Students","Percent","27.4"
"Hartford School District","900337070","2014-2015","Female","Chronically Absent Students","Percent","24.8"
"Hartford School District","900337070","2014-2015","Male","Chronically Absent Students","Percent","26.5"
"Hartford School District","900337070","2015-2016","Female","Chronically Absent Students","Percent","21.3"
"Hartford School District","900337070","2015-2016","Male","Chronically Absent Students","Percent","23.3"
"Hartland School District","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2012-2013","Male","Chronically Absent Students","Percent","7.5"
"Hartland School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2011-2012","Female","Chronically Absent Students","Percent","3.4"
"Hebron School District","","2011-2012","Male","Chronically Absent Students","Percent","4.0"
"Hebron School District","","2012-2013","Female","Chronically Absent Students","Percent","3.7"
"Hebron School District","","2012-2013","Male","Chronically Absent Students","Percent","3.2"
"Hebron School District","","2013-2014","Female","Chronically Absent Students","Percent","2.3"
"Hebron School District","","2013-2014","Male","Chronically Absent Students","Percent","1.9"
"Hebron School District","","2014-2015","Female","Chronically Absent Students","Percent","2.2"
"Hebron School District","","2014-2015","Male","Chronically Absent Students","Percent","2.1"
"Hebron School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2015-2016","Male","Chronically Absent Students","Percent","1.6"
"Highville Charter School District","","2011-2012","Female","Chronically Absent Students","Percent","3.9"
"Highville Charter School District","","2011-2012","Male","Chronically Absent Students","Percent","5.0"
"Highville Charter School District","","2012-2013","Female","Chronically Absent Students","Percent","5.9"
"Highville Charter School District","","2012-2013","Male","Chronically Absent Students","Percent","5.6"
"Highville Charter School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Highville Charter School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Highville Charter School District","","2014-2015","Female","Chronically Absent Students","Percent","6.1"
"Highville Charter School District","","2014-2015","Male","Chronically Absent Students","Percent","7.1"
"Highville Charter School District","","2015-2016","Female","Chronically Absent Students","Percent","7.3"
"Highville Charter School District","","2015-2016","Male","Chronically Absent Students","Percent","6.7"
"Integrated Day Charter School District","","2011-2012","Female","Chronically Absent Students","Percent","6.0"
"Integrated Day Charter School District","","2011-2012","Male","Chronically Absent Students","Percent","7.6"
"Integrated Day Charter School District","","2012-2013","Female","Chronically Absent Students","Percent","6.4"
"Integrated Day Charter School District","","2012-2013","Male","Chronically Absent Students","Percent","8.7"
"Integrated Day Charter School District","","2013-2014","Female","Chronically Absent Students","Percent","4.9"
"Integrated Day Charter School District","","2013-2014","Male","Chronically Absent Students","Percent","7.3"
"Integrated Day Charter School District","","2014-2015","Female","Chronically Absent Students","Percent","4.1"
"Integrated Day Charter School District","","2014-2015","Male","Chronically Absent Students","Percent","6.7"
"Integrated Day Charter School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Integrated Day Charter School District","","2015-2016","Male","Chronically Absent Students","Percent","5.3"
"Interdistrict School for Arts and Communication District","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Interdistrict School for Arts and Communication District","","2011-2012","Male","Chronically Absent Students","Percent","13.6"
"Interdistrict School for Arts and Communication District","","2012-2013","Female","Chronically Absent Students","Percent","11.4"
"Interdistrict School for Arts and Communication District","","2012-2013","Male","Chronically Absent Students","Percent","7.5"
"Interdistrict School for Arts and Communication District","","2013-2014","Female","Chronically Absent Students","Percent","10.8"
"Interdistrict School for Arts and Communication District","","2013-2014","Male","Chronically Absent Students","Percent","11.8"
"Interdistrict School for Arts and Communication District","","2014-2015","Female","Chronically Absent Students","Percent","10.3"
"Interdistrict School for Arts and Communication District","","2014-2015","Male","Chronically Absent Students","Percent","14.2"
